Funder ID,Count
http://dx.doi.org/10.13039/100008111,12
http://dx.doi.org/10.13039/100008116,45
http://dx.doi.org/10.13039/100008119,20
http://dx.doi.org/10.13039/100008166,4
http://dx.doi.org/10.13039/100008182,6
http://dx.doi.org/10.13039/100008185,380
http://dx.doi.org/10.13039/100008186,14
http://dx.doi.org/10.13039/100008188,27
http://dx.doi.org/10.13039/100008203,0
http://dx.doi.org/10.13039/100008310,9
http://dx.doi.org/10.13039/100008320,22
http://dx.doi.org/10.13039/100008358,2
http://dx.doi.org/10.13039/100008359,4
http://dx.doi.org/10.13039/100008379,1
http://dx.doi.org/10.13039/100008388,50
http://dx.doi.org/10.13039/100008395,171
http://dx.doi.org/10.13039/100008399,0
http://dx.doi.org/10.13039/100008409,0
http://dx.doi.org/10.13039/100008411,9
http://dx.doi.org/10.13039/100008446,0
http://dx.doi.org/10.13039/100008448,75
http://dx.doi.org/10.13039/100008465,22
http://dx.doi.org/10.13039/100008472,3
http://dx.doi.org/10.13039/100008488,1
http://dx.doi.org/10.13039/100008498,4
http://dx.doi.org/10.13039/100008529,2
http://dx.doi.org/10.13039/100008540,18
http://dx.doi.org/10.13039/100008554,1
http://dx.doi.org/10.13039/100008556,30
http://dx.doi.org/10.13039/100008592,3
http://dx.doi.org/10.13039/100008595,2
http://dx.doi.org/10.13039/100008600,3
http://dx.doi.org/10.13039/100008612,3
http://dx.doi.org/10.13039/100008617,286
http://dx.doi.org/10.13039/100008655,95
http://dx.doi.org/10.13039/100008684,3
http://dx.doi.org/10.13039/100008726,3
http://dx.doi.org/10.13039/100008727,4
http://dx.doi.org/10.13039/100008729,34
http://dx.doi.org/10.13039/100008734,180
http://dx.doi.org/10.13039/100008736,17
http://dx.doi.org/10.13039/100008757,5
http://dx.doi.org/10.13039/100008789,17
http://dx.doi.org/10.13039/100008797,4
http://dx.doi.org/10.13039/100008800,31
http://dx.doi.org/10.13039/100008877,23
http://dx.doi.org/10.13039/100008886,2
http://dx.doi.org/10.13039/100008888,49
http://dx.doi.org/10.13039/100008906,29
http://dx.doi.org/10.13039/100008909,47
http://dx.doi.org/10.13039/100008912,0
http://dx.doi.org/10.13039/100008915,5
http://dx.doi.org/10.13039/100008916,2
http://dx.doi.org/10.13039/100008918,68
http://dx.doi.org/10.13039/100008923,5
http://dx.doi.org/10.13039/100008926,1
http://dx.doi.org/10.13039/100008932,7
http://dx.doi.org/10.13039/100008938,0
http://dx.doi.org/10.13039/100009016,71
http://dx.doi.org/10.13039/100009025,1
http://dx.doi.org/10.13039/100009062,4
http://dx.doi.org/10.13039/100009072,1
http://dx.doi.org/10.13039/100009075,37
http://dx.doi.org/10.13039/100009140,0
http://dx.doi.org/10.13039/100009205,4
http://dx.doi.org/10.13039/100009236,0
http://dx.doi.org/10.13039/100009296,0
http://dx.doi.org/10.13039/100009356,8
http://dx.doi.org/10.13039/100009359,13
http://dx.doi.org/10.13039/100009371,0
http://dx.doi.org/10.13039/100009386,3
http://dx.doi.org/10.13039/100009407,0
http://dx.doi.org/10.13039/100009421,0
http://dx.doi.org/10.13039/100009448,0
http://dx.doi.org/10.13039/100009480,5
http://dx.doi.org/10.13039/100009512,52
http://dx.doi.org/10.13039/100009531,2
http://dx.doi.org/10.13039/100009536,4
http://dx.doi.org/10.13039/100009540,41
http://dx.doi.org/10.13039/100009590,37
http://dx.doi.org/10.13039/100009623,8
http://dx.doi.org/10.13039/100009652,4
http://dx.doi.org/10.13039/100009654,17
http://dx.doi.org/10.13039/100009661,0
http://dx.doi.org/10.13039/100009662,4
http://dx.doi.org/10.13039/100009669,12
http://dx.doi.org/10.13039/100009671,43
http://dx.doi.org/10.13039/100009673,220
http://dx.doi.org/10.13039/100009678,10
http://dx.doi.org/10.13039/100009681,2
http://dx.doi.org/10.13039/100009684,9
http://dx.doi.org/10.13039/100009685,6
http://dx.doi.org/10.13039/100009692,20
http://dx.doi.org/10.13039/100009700,0
http://dx.doi.org/10.13039/100009720,28
http://dx.doi.org/10.13039/100009739,7
http://dx.doi.org/10.13039/100009746,6
http://dx.doi.org/10.13039/100009755,3
http://dx.doi.org/10.13039/100009758,7
http://dx.doi.org/10.13039/100009759,7
http://dx.doi.org/10.13039/100009760,5
http://dx.doi.org/10.13039/100009765,5
http://dx.doi.org/10.13039/100009769,18
http://dx.doi.org/10.13039/100009774,19
http://dx.doi.org/10.13039/100009775,5
http://dx.doi.org/10.13039/100009801,1
http://dx.doi.org/10.13039/100009805,7
http://dx.doi.org/10.13039/100009807,13
http://dx.doi.org/10.13039/100009822,18
http://dx.doi.org/10.13039/100009831,9
http://dx.doi.org/10.13039/100009834,42
http://dx.doi.org/10.13039/100009851,102
http://dx.doi.org/10.13039/100009856,61
http://dx.doi.org/10.13039/100009861,11
http://dx.doi.org/10.13039/100009864,5
http://dx.doi.org/10.13039/100009921,3
http://dx.doi.org/10.13039/100009936,4
http://dx.doi.org/10.13039/100009940,17
http://dx.doi.org/10.13039/100009946,34
http://dx.doi.org/10.13039/100009995,4
http://dx.doi.org/10.13039/100010007,1
http://dx.doi.org/10.13039/100010012,1
http://dx.doi.org/10.13039/100010103,22
http://dx.doi.org/10.13039/100010105,39
http://dx.doi.org/10.13039/100010107,31
http://dx.doi.org/10.13039/100010108,3
http://dx.doi.org/10.13039/100010111,4
http://dx.doi.org/10.13039/100010113,110
http://dx.doi.org/10.13039/100010115,1
http://dx.doi.org/10.13039/100010117,4
http://dx.doi.org/10.13039/100010118,10
http://dx.doi.org/10.13039/100010119,78
http://dx.doi.org/10.13039/100010122,2
http://dx.doi.org/10.13039/100010126,9
http://dx.doi.org/10.13039/100010127,271
http://dx.doi.org/10.13039/100010130,7
http://dx.doi.org/10.13039/100010136,1
http://dx.doi.org/10.13039/100010142,8
http://dx.doi.org/10.13039/100010145,36
http://dx.doi.org/10.13039/100010147,25
http://dx.doi.org/10.13039/100010149,4
http://dx.doi.org/10.13039/100010151,0
http://dx.doi.org/10.13039/100010159,0
http://dx.doi.org/10.13039/100010162,1
http://dx.doi.org/10.13039/100010163,6
http://dx.doi.org/10.13039/100010167,8
http://dx.doi.org/10.13039/100010169,3
http://dx.doi.org/10.13039/100010171,3
http://dx.doi.org/10.13039/100010173,36
http://dx.doi.org/10.13039/100010182,9
http://dx.doi.org/10.13039/100010183,6
http://dx.doi.org/10.13039/100010188,28
http://dx.doi.org/10.13039/100010234,14
http://dx.doi.org/10.13039/100010236,8
http://dx.doi.org/10.13039/100010240,17
http://dx.doi.org/10.13039/100010245,2
http://dx.doi.org/10.13039/100010277,14
http://dx.doi.org/10.13039/100010282,44
http://dx.doi.org/10.13039/100010290,7
http://dx.doi.org/10.13039/100010292,10
http://dx.doi.org/10.13039/100010294,8
http://dx.doi.org/10.13039/100010302,43
http://dx.doi.org/10.13039/100010303,4
http://dx.doi.org/10.13039/100010305,14
http://dx.doi.org/10.13039/100010311,1
http://dx.doi.org/10.13039/100010312,4
http://dx.doi.org/10.13039/100010339,0
http://dx.doi.org/10.13039/100010343,17
http://dx.doi.org/10.13039/100010359,9
http://dx.doi.org/10.13039/100010366,1
http://dx.doi.org/10.13039/100010392,16
http://dx.doi.org/10.13039/100010406,3
http://dx.doi.org/10.13039/100010415,17
http://dx.doi.org/10.13039/100010432,8
http://dx.doi.org/10.13039/100010461,7
http://dx.doi.org/10.13039/100010462,4
http://dx.doi.org/10.13039/100010463,26
http://dx.doi.org/10.13039/100010469,2
http://dx.doi.org/10.13039/100010470,88
http://dx.doi.org/10.13039/100010486,1
http://dx.doi.org/10.13039/100010492,2
http://dx.doi.org/10.13039/100010497,11
http://dx.doi.org/10.13039/100010508,40
http://dx.doi.org/10.13039/100010515,9
http://dx.doi.org/10.13039/100010524,39
http://dx.doi.org/10.13039/100010528,3
http://dx.doi.org/10.13039/100010532,7
http://dx.doi.org/10.13039/100010550,1
http://dx.doi.org/10.13039/100010558,38
http://dx.doi.org/10.13039/100010560,0
http://dx.doi.org/10.13039/100010563,0
http://dx.doi.org/10.13039/100010568,3
http://dx.doi.org/10.13039/100010579,0
http://dx.doi.org/10.13039/100010588,23
http://dx.doi.org/10.13039/100010592,3
http://dx.doi.org/10.13039/100010600,0
http://dx.doi.org/10.13039/100010610,3
http://dx.doi.org/10.13039/100010616,0
http://dx.doi.org/10.13039/100010617,18
http://dx.doi.org/10.13039/100010620,24
http://dx.doi.org/10.13039/100010626,4
http://dx.doi.org/10.13039/100010632,1
http://dx.doi.org/10.13039/100010655,16
http://dx.doi.org/10.13039/100010664,2955
http://dx.doi.org/10.13039/100010667,446
http://dx.doi.org/10.13039/100010668,252
http://dx.doi.org/10.13039/100010669,2525
http://dx.doi.org/10.13039/100010670,473
http://dx.doi.org/10.13039/100010671,205
http://dx.doi.org/10.13039/100010672,289
http://dx.doi.org/10.13039/100010674,18
http://dx.doi.org/10.13039/100010675,2957
http://dx.doi.org/10.13039/100010676,659
http://dx.doi.org/10.13039/100010677,1509
http://dx.doi.org/10.13039/100010678,1043
http://dx.doi.org/10.13039/100010679,1685
http://dx.doi.org/10.13039/100010680,1707
http://dx.doi.org/10.13039/100010681,1086
http://dx.doi.org/10.13039/100010682,572
http://dx.doi.org/10.13039/100010683,467
http://dx.doi.org/10.13039/100010684,713
http://dx.doi.org/10.13039/100010685,326
http://dx.doi.org/10.13039/100010687,2484
http://dx.doi.org/10.13039/100010688,441
http://dx.doi.org/10.13039/100010689,203
http://dx.doi.org/10.13039/100010691,2
http://dx.doi.org/10.13039/100010693,14
http://dx.doi.org/10.13039/100010694,2
http://dx.doi.org/10.13039/100010701,1
http://dx.doi.org/10.13039/100010703,1
http://dx.doi.org/10.13039/100010704,9
http://dx.doi.org/10.13039/100010734,16
http://dx.doi.org/10.13039/100010735,24
http://dx.doi.org/10.13039/100010739,5
http://dx.doi.org/10.13039/100010744,9
http://dx.doi.org/10.13039/100010746,26
http://dx.doi.org/10.13039/100010749,165
http://dx.doi.org/10.13039/100010750,2
http://dx.doi.org/10.13039/100010756,11
http://dx.doi.org/10.13039/100010758,0
http://dx.doi.org/10.13039/100010759,13
http://dx.doi.org/10.13039/100010760,5
http://dx.doi.org/10.13039/100010761,10
http://dx.doi.org/10.13039/100010763,5
http://dx.doi.org/10.13039/100010764,7
http://dx.doi.org/10.13039/100010768,11
http://dx.doi.org/10.13039/100010770,0
http://dx.doi.org/10.13039/100010771,65
http://dx.doi.org/10.13039/100010772,33
http://dx.doi.org/10.13039/100010775,5
http://dx.doi.org/10.13039/100010778,11
http://dx.doi.org/10.13039/100010780,50
http://dx.doi.org/10.13039/100010782,4
http://dx.doi.org/10.13039/100010798,10
http://dx.doi.org/10.13039/100010802,29
http://dx.doi.org/10.13039/100010807,16
http://dx.doi.org/10.13039/100010811,1
http://dx.doi.org/10.13039/100010812,3
http://dx.doi.org/10.13039/100010813,36
http://dx.doi.org/10.13039/100010814,39
http://dx.doi.org/10.13039/100010816,29
http://dx.doi.org/10.13039/100010818,29
http://dx.doi.org/10.13039/100010820,17
http://dx.doi.org/10.13039/100010822,12
http://dx.doi.org/10.13039/100010826,0
http://dx.doi.org/10.13039/100010829,0
http://dx.doi.org/10.13039/100010830,3
http://dx.doi.org/10.13039/100010831,2
http://dx.doi.org/10.13039/100010832,5
http://dx.doi.org/10.13039/100010833,12
http://dx.doi.org/10.13039/100010835,4
http://dx.doi.org/10.13039/100010837,4
http://dx.doi.org/10.13039/100010839,2
http://dx.doi.org/10.13039/100010840,1
http://dx.doi.org/10.13039/100010845,19
http://dx.doi.org/10.13039/100010846,27
http://dx.doi.org/10.13039/100010847,6
http://dx.doi.org/10.13039/100010848,82
http://dx.doi.org/10.13039/100010850,5
http://dx.doi.org/10.13039/100010851,4
http://dx.doi.org/10.13039/100010853,6
http://dx.doi.org/10.13039/100010854,6
http://dx.doi.org/10.13039/100010861,0
http://dx.doi.org/10.13039/100010863,19
http://dx.doi.org/10.13039/100010865,29
http://dx.doi.org/10.13039/100010867,6
http://dx.doi.org/10.13039/100010868,30
http://dx.doi.org/10.13039/100010869,129
http://dx.doi.org/10.13039/100010870,51
http://dx.doi.org/10.13039/100010871,2
http://dx.doi.org/10.13039/100010873,5
http://dx.doi.org/10.13039/100010876,11
http://dx.doi.org/10.13039/100010878,53
http://dx.doi.org/10.13039/100010879,1
http://dx.doi.org/10.13039/100010880,3
http://dx.doi.org/10.13039/100010881,2
http://dx.doi.org/10.13039/100010882,6
http://dx.doi.org/10.13039/100010884,5
http://dx.doi.org/10.13039/100010886,92
http://dx.doi.org/10.13039/100010887,25
http://dx.doi.org/10.13039/100010888,3
http://dx.doi.org/10.13039/100010892,7
http://dx.doi.org/10.13039/100010893,29
http://dx.doi.org/10.13039/100010895,4
http://dx.doi.org/10.13039/100010901,22
http://dx.doi.org/10.13039/100010903,12
http://dx.doi.org/10.13039/100010904,1
http://dx.doi.org/10.13039/100010907,2
http://dx.doi.org/10.13039/100010908,30
http://dx.doi.org/10.13039/100010909,9
http://dx.doi.org/10.13039/100010911,2
http://dx.doi.org/10.13039/100010912,2
http://dx.doi.org/10.13039/100010914,8
http://dx.doi.org/10.13039/100010943,6
http://dx.doi.org/10.13039/100010944,6
http://dx.doi.org/10.13039/100010949,30
http://dx.doi.org/10.13039/100010951,39
http://dx.doi.org/10.13039/100010953,7
http://dx.doi.org/10.13039/100010954,6
http://dx.doi.org/10.13039/100010955,7
http://dx.doi.org/10.13039/100010969,2
http://dx.doi.org/10.13039/100010970,23
http://dx.doi.org/10.13039/100010972,4
http://dx.doi.org/10.13039/100010973,2
http://dx.doi.org/10.13039/100010975,39
http://dx.doi.org/10.13039/100010977,46
http://dx.doi.org/10.13039/100010978,2
http://dx.doi.org/10.13039/100010980,2
http://dx.doi.org/10.13039/100010982,12
http://dx.doi.org/10.13039/100010983,4
http://dx.doi.org/10.13039/100010984,0
http://dx.doi.org/10.13039/100010985,2
http://dx.doi.org/10.13039/100010986,1
http://dx.doi.org/10.13039/100010989,11
http://dx.doi.org/10.13039/100010990,2
http://dx.doi.org/10.13039/100010991,2
http://dx.doi.org/10.13039/100010993,9
