Funder ID,ROR ID
http://dx.doi.org/10.13039/501100001315,https://ror.org/0267vjk41
http://dx.doi.org/10.13039/100010035,https://ror.org/019wt1929
http://dx.doi.org/10.13039/100010329,https://ror.org/00vs8d940
http://dx.doi.org/10.13039/100009147,https://ror.org/00vs8d940
http://dx.doi.org/10.13039/501100007167,https://ror.org/04b181w54
http://dx.doi.org/10.13039/501100004352,https://ror.org/05sgb8g78
http://dx.doi.org/10.13039/501100007142,https://ror.org/01deh9c76
http://dx.doi.org/10.13039/501100001627,https://ror.org/05581wm82
http://dx.doi.org/10.13039/501100001318,https://ror.org/02nwg5t34
http://dx.doi.org/10.13039/501100008136,https://ror.org/03d1maw17
http://dx.doi.org/10.13039/501100007642,https://ror.org/02p77k626
http://dx.doi.org/10.13039/501100000857,https://ror.org/04vg4w365
http://dx.doi.org/10.13039/501100000634,https://ror.org/04vg4w365
http://dx.doi.org/10.13039/501100000855,https://ror.org/03angcq70
http://dx.doi.org/10.13039/501100008436,https://ror.org/01fe0jt45
http://dx.doi.org/10.13039/501100005895,https://ror.org/02vbxt202
http://dx.doi.org/10.13039/501100003097,https://ror.org/016st3p78
http://dx.doi.org/10.13039/501100002825,https://ror.org/016st3p78
http://dx.doi.org/10.13039/501100006252,https://ror.org/016st3p78
http://dx.doi.org/10.13039/501100005982,https://ror.org/008fyn775
http://dx.doi.org/10.13039/501100005758,https://ror.org/00x69rs40
http://dx.doi.org/10.13039/501100001588,https://ror.org/023z51242
http://dx.doi.org/10.13039/501100000882,https://ror.org/016476m91
http://dx.doi.org/10.13039/501100007874,https://ror.org/016476m91
http://dx.doi.org/10.13039/501100004196,https://ror.org/00ey0ed83
http://dx.doi.org/10.13039/501100007778,https://ror.org/03zsp3p94
http://dx.doi.org/10.13039/100007607,https://ror.org/03gd0dm95
http://dx.doi.org/10.13039/501100006302,https://ror.org/04pmn0e78
http://dx.doi.org/10.13039/501100004173,https://ror.org/02kta5139
http://dx.doi.org/10.13039/501100002352,https://ror.org/00cb9w016
http://dx.doi.org/10.13039/501100002374,https://ror.org/00cb9w016
http://dx.doi.org/10.13039/501100004950,https://ror.org/05j0ve876
http://dx.doi.org/10.13039/501100001332,https://ror.org/05j00sr48
http://dx.doi.org/10.13039/501100007174,https://ror.org/05j00sr48
http://dx.doi.org/10.13039/501100003044,https://ror.org/02x681a42
http://dx.doi.org/10.13039/501100004443,https://ror.org/01a77tt86
http://dx.doi.org/10.13039/501100000741,https://ror.org/01a77tt86
http://dx.doi.org/10.13039/501100005005,https://ror.org/05tkyf982
http://dx.doi.org/10.13039/501100007621,https://ror.org/05tkyf982
http://dx.doi.org/10.13039/501100005721,https://ror.org/02hpadn98
http://dx.doi.org/10.13039/501100004813,https://ror.org/000h6jb29
http://dx.doi.org/10.13039/100009077,https://ror.org/02hbhxa68
http://dx.doi.org/10.13039/501100003205,https://ror.org/02hbhxa68
http://dx.doi.org/10.13039/501100002946,https://ror.org/04bwf3e34
http://dx.doi.org/10.13039/100010053,https://ror.org/04v2twj65
http://dx.doi.org/10.13039/501100005362,https://ror.org/027ynra39
http://dx.doi.org/10.13039/501100005626,https://ror.org/01eezs655
http://dx.doi.org/10.13039/100008475,https://ror.org/00dn4t376
http://dx.doi.org/10.13039/501100007914,https://ror.org/00dn4t376
http://dx.doi.org/10.13039/501100002386,https://ror.org/03q21mh05
http://dx.doi.org/10.13039/501100006205,https://ror.org/03q21mh05
http://dx.doi.org/10.13039/501100002387,https://ror.org/03q21mh05
http://dx.doi.org/10.13039/501100002378,https://ror.org/03q21mh05
http://dx.doi.org/10.13039/501100002377,https://ror.org/03q21mh05
http://dx.doi.org/10.13039/501100002375,https://ror.org/03q21mh05
http://dx.doi.org/10.13039/501100007069,https://ror.org/02rc97e94
http://dx.doi.org/10.13039/501100007626,https://ror.org/049n68p64
http://dx.doi.org/10.13039/501100006318,https://ror.org/03ths8210
http://dx.doi.org/10.13039/501100004271,https://ror.org/02be6w209
http://dx.doi.org/10.13039/100010143,https://ror.org/02be6w209
http://dx.doi.org/10.13039/501100002873,https://ror.org/028wp3y58
http://dx.doi.org/10.13039/501100004776,https://ror.org/028wp3y58
http://dx.doi.org/10.13039/501100006540,https://ror.org/028wp3y58
http://dx.doi.org/10.13039/501100006375,https://ror.org/05crjpb27
http://dx.doi.org/10.13039/501100004429,https://ror.org/00dr28g20
http://dx.doi.org/10.13039/501100005757,https://ror.org/04je6yw13
http://dx.doi.org/10.13039/501100007063,https://ror.org/04gzb2213
http://dx.doi.org/10.13039/501100006524,https://ror.org/05wv2vq37
http://dx.doi.org/10.13039/501100006523,https://ror.org/05wv2vq37
http://dx.doi.org/10.13039/501100000637,https://ror.org/01v29qb04
http://dx.doi.org/10.13039/501100000716,https://ror.org/01v29qb04
http://dx.doi.org/10.13039/501100001314,https://ror.org/01v29qb04
http://dx.doi.org/10.13039/501100004782,https://ror.org/01v29qb04
http://dx.doi.org/10.13039/501100006042,https://ror.org/01v29qb04
http://dx.doi.org/10.13039/501100005888,https://ror.org/02t4ekc95
http://dx.doi.org/10.13039/501100007329,https://ror.org/00jb9vg53
http://dx.doi.org/10.13039/501100003010,https://ror.org/02eaafc18
http://dx.doi.org/10.13039/100010046,https://ror.org/02nkf1q06
http://dx.doi.org/10.13039/501100002735,https://ror.org/03srtnf24
http://dx.doi.org/10.13039/501100007375,https://ror.org/0176yjw32
http://dx.doi.org/10.13039/501100007374,https://ror.org/0176yjw32
http://dx.doi.org/10.13039/501100005674,https://ror.org/0176yjw32
http://dx.doi.org/10.13039/501100007109,https://ror.org/041zkgm14
http://dx.doi.org/10.13039/501100005869,https://ror.org/022fs9h90
http://dx.doi.org/10.13039/501100005601,https://ror.org/01r22mr83
http://dx.doi.org/10.13039/501100005602,https://ror.org/01r22mr83
http://dx.doi.org/10.13039/100009091,https://ror.org/033eqas34
http://dx.doi.org/10.13039/501100006199,https://ror.org/04zerf618
http://dx.doi.org/10.13039/501100004418,https://ror.org/006e5kg04
http://dx.doi.org/10.13039/100009660,https://ror.org/00a0jsq62
http://dx.doi.org/10.13039/501100007212,https://ror.org/04c235406
http://dx.doi.org/10.13039/501100007213,https://ror.org/04c235406
http://dx.doi.org/10.13039/501100007214,https://ror.org/04c235406
http://dx.doi.org/10.13039/501100000839,https://ror.org/05v62cm79
http://dx.doi.org/10.13039/100009613,https://ror.org/00b1c9541
http://dx.doi.org/10.13039/501100003765,https://ror.org/04gqx4x78
http://dx.doi.org/10.13039/501100005264,https://ror.org/00cyydd11
http://dx.doi.org/10.13039/501100007361,https://ror.org/00cyydd11
http://dx.doi.org/10.13039/100007753,https://ror.org/00cyydd11
http://dx.doi.org/10.13039/501100005222,https://ror.org/05n3dz165
http://dx.doi.org/10.13039/501100005221,https://ror.org/05n3dz165
http://dx.doi.org/10.13039/100008516,https://ror.org/0361bwx64
http://dx.doi.org/10.13039/501100006195,https://ror.org/03fc1k060
http://dx.doi.org/10.13039/501100005729,https://ror.org/03fc1k060
http://dx.doi.org/10.13039/501100005728,https://ror.org/03fc1k060
http://dx.doi.org/10.13039/501100000869,https://ror.org/00av5yz18
http://dx.doi.org/10.13039/501100004149,https://ror.org/0542q3127
http://dx.doi.org/10.13039/501100008228,https://ror.org/04c8e9019
http://dx.doi.org/10.13039/501100004156,https://ror.org/01znkr924
http://dx.doi.org/10.13039/501100007180,https://ror.org/01znkr924
http://dx.doi.org/10.13039/501100006439,https://ror.org/01znkr924
http://dx.doi.org/10.13039/501100007187,https://ror.org/01znkr924
http://dx.doi.org/10.13039/501100004770,https://ror.org/02k7wn190
http://dx.doi.org/10.13039/501100003974,https://ror.org/04aaeds92
http://dx.doi.org/10.13039/501100004687,https://ror.org/03p3aeb86
http://dx.doi.org/10.13039/501100004913,https://ror.org/044k9ta02
http://dx.doi.org/10.13039/501100004853,https://ror.org/00t33hh48
http://dx.doi.org/10.13039/501100006355,https://ror.org/00t33hh48
http://dx.doi.org/10.13039/501100005956,https://ror.org/00t33hh48
http://dx.doi.org/10.13039/501100005746,https://ror.org/00pt8r998
http://dx.doi.org/10.13039/501100006681,https://ror.org/00htwgm11
http://dx.doi.org/10.13039/501100006682,https://ror.org/00htwgm11
http://dx.doi.org/10.13039/501100006356,https://ror.org/03yrrjy16
http://dx.doi.org/10.13039/501100007770,https://ror.org/01gntjh03
http://dx.doi.org/10.13039/501100007834,https://ror.org/03xawq568
http://dx.doi.org/10.13039/100009043,https://ror.org/017wvtq80
http://dx.doi.org/10.13039/100008696,https://ror.org/011maz450
http://dx.doi.org/10.13039/100009390,https://ror.org/0545p3742
http://dx.doi.org/10.13039/501100003978,https://ror.org/01j33xk10
http://dx.doi.org/10.13039/501100002426,https://ror.org/04xraxn18
http://dx.doi.org/10.13039/501100005918,https://ror.org/00c7kvd80
http://dx.doi.org/10.13039/501100004004,https://ror.org/05trd4x28
http://dx.doi.org/10.13039/501100005690,https://ror.org/01jdpyv68
http://dx.doi.org/10.13039/501100007065,https://ror.org/0192m2k53
http://dx.doi.org/10.13039/501100003782,https://ror.org/02rgb2k63
http://dx.doi.org/10.13039/501100004595,https://ror.org/02rgb2k63
http://dx.doi.org/10.13039/100010725,https://ror.org/0046mja08
http://dx.doi.org/10.13039/501100004477,https://ror.org/05bk57929
http://dx.doi.org/10.13039/501100000859,https://ror.org/05cncd958
http://dx.doi.org/10.13039/501100000838,https://ror.org/00ayhx656
http://dx.doi.org/10.13039/501100004237,https://ror.org/04mhzgx49
http://dx.doi.org/10.13039/501100004375,https://ror.org/04mhzgx49
http://dx.doi.org/10.13039/501100006099,https://ror.org/04mhzgx49
http://dx.doi.org/10.13039/501100005310,https://ror.org/04mhzgx49
http://dx.doi.org/10.13039/501100007539,https://ror.org/04mhzgx49
http://dx.doi.org/10.13039/501100007659,https://ror.org/04b8v1s79
http://dx.doi.org/10.13039/100010016,https://ror.org/04xyxjd90
http://dx.doi.org/10.13039/501100003325,https://ror.org/03ynt1573
http://dx.doi.org/10.13039/501100008443,https://ror.org/001b4cb05
http://dx.doi.org/10.13039/501100004407,https://ror.org/03cve4549
http://dx.doi.org/10.13039/501100004147,https://ror.org/03cve4549
http://dx.doi.org/10.13039/501100005150,https://ror.org/03cve4549
http://dx.doi.org/10.13039/501100005636,https://ror.org/0409dgb37
http://dx.doi.org/10.13039/501100001319,https://ror.org/04ycpbx82
http://dx.doi.org/10.13039/501100004857,https://ror.org/04ze6rb18
http://dx.doi.org/10.13039/501100004912,https://ror.org/011ashp19
http://dx.doi.org/10.13039/501100004880,https://ror.org/01p455v08
http://dx.doi.org/10.13039/501100002771,https://ror.org/00a2xv884
http://dx.doi.org/10.13039/100009109,https://ror.org/00a2xv884
http://dx.doi.org/10.13039/501100004835,https://ror.org/00a2xv884
http://dx.doi.org/10.13039/501100002928,https://ror.org/00a2xv884
http://dx.doi.org/10.13039/100010437,https://ror.org/01b40r146
http://dx.doi.org/10.13039/501100003833,https://ror.org/01nhzsw25
http://dx.doi.org/10.13039/100007673,https://ror.org/024xs2z82
http://dx.doi.org/10.13039/501100000277,https://ror.org/00tnppw48
http://dx.doi.org/10.13039/501100000285,https://ror.org/00tnppw48
http://dx.doi.org/10.13039/501100001277,https://ror.org/00tnppw48
http://dx.doi.org/10.13039/501100002357,https://ror.org/02fv8hj62
http://dx.doi.org/10.13039/100009586,https://ror.org/04kgqpx54
http://dx.doi.org/10.13039/501100007817,https://ror.org/03pfsnq21
http://dx.doi.org/10.13039/501100002456,https://ror.org/05kzjxq56
http://dx.doi.org/10.13039/501100004075,https://ror.org/027sdcz20
http://dx.doi.org/10.13039/100010100,https://ror.org/033n3pw66
http://dx.doi.org/10.13039/100005454,https://ror.org/03dke3h47
http://dx.doi.org/10.13039/501100004145,https://ror.org/001c2sn75
http://dx.doi.org/10.13039/100010328,https://ror.org/0400avk24
http://dx.doi.org/10.13039/100008369,https://ror.org/02pagex14
http://dx.doi.org/10.13039/501100004285,https://ror.org/023znxa73
http://dx.doi.org/10.13039/501100003756,https://ror.org/02e8hzf44
http://dx.doi.org/10.13039/501100007546,https://ror.org/0471kz689
http://dx.doi.org/10.13039/501100003153,https://ror.org/02h2x0161
http://dx.doi.org/10.13039/501100003148,https://ror.org/02h2x0161
http://dx.doi.org/10.13039/501100001686,https://ror.org/0031wrj91
http://dx.doi.org/10.13039/100010028,https://ror.org/05t1h8f27
http://dx.doi.org/10.13039/100008543,https://ror.org/05qt8tf94
http://dx.doi.org/10.13039/100010051,https://ror.org/01rv4p989
http://dx.doi.org/10.13039/501100003509,https://ror.org/05kytsw45
http://dx.doi.org/10.13039/100008665,https://ror.org/036x5ad56
http://dx.doi.org/10.13039/100008314,https://ror.org/03s262162
http://dx.doi.org/10.13039/501100004695,https://ror.org/04qzfn040
http://dx.doi.org/10.13039/501100003780,https://ror.org/04ps1r162
http://dx.doi.org/10.13039/501100004594,https://ror.org/04ps1r162
http://dx.doi.org/10.13039/501100000782,https://ror.org/04esata81
http://dx.doi.org/10.13039/100007674,https://ror.org/010jx2260
http://dx.doi.org/10.13039/100010800,https://ror.org/01cqmqj90
http://dx.doi.org/10.13039/501100007741,https://ror.org/04a7rxb17
http://dx.doi.org/10.13039/501100007742,https://ror.org/04a7rxb17
http://dx.doi.org/10.13039/501100003511,https://ror.org/00582g326
http://dx.doi.org/10.13039/501100007647,https://ror.org/05bqach95
http://dx.doi.org/10.13039/501100006732,https://ror.org/05bqach95
http://dx.doi.org/10.13039/501100006477,https://ror.org/05bqach95
http://dx.doi.org/10.13039/501100003472,https://ror.org/01yqg2h08
http://dx.doi.org/10.13039/501100008119,https://ror.org/04a1mvv97
http://dx.doi.org/10.13039/100009537,https://ror.org/00t67pt25
http://dx.doi.org/10.13039/501100005118,https://ror.org/05nf86y53
http://dx.doi.org/10.13039/501100005120,https://ror.org/05nf86y53
http://dx.doi.org/10.13039/501100005119,https://ror.org/05nf86y53
http://dx.doi.org/10.13039/100010041,https://ror.org/04cnfrn26
http://dx.doi.org/10.13039/100009470,https://ror.org/03px4ez74
http://dx.doi.org/10.13039/501100006379,https://ror.org/03jkshc47
http://dx.doi.org/10.13039/100001808,https://ror.org/019621n74
http://dx.doi.org/10.13039/501100006132,https://ror.org/022k4wk35
http://dx.doi.org/10.13039/501100002726,https://ror.org/022k4wk35
http://dx.doi.org/10.13039/100008414,https://ror.org/03y7q9t39
http://dx.doi.org/10.13039/501100000105,https://ror.org/05fq50484
http://dx.doi.org/10.13039/501100007064,https://ror.org/0122p5f64
http://dx.doi.org/10.13039/100010318,https://ror.org/02gfys938
http://dx.doi.org/10.13039/501100006521,https://ror.org/00c051916
http://dx.doi.org/10.13039/501100001665,https://ror.org/00rbzpz17
http://dx.doi.org/10.13039/501100001942,https://ror.org/00rbzpz17
http://dx.doi.org/10.13039/501100002744,https://ror.org/03kgsv495
http://dx.doi.org/10.13039/501100006569,https://ror.org/03kgsv495
http://dx.doi.org/10.13039/501100002988,https://ror.org/03kgsv495
http://dx.doi.org/10.13039/501100003030,https://ror.org/01n4pqe45
http://dx.doi.org/10.13039/100009979,https://ror.org/02jqj7156
http://dx.doi.org/10.13039/100005907,https://ror.org/02jqj7156
http://dx.doi.org/10.13039/100006369,https://ror.org/02jqj7156
http://dx.doi.org/10.13039/100009056,https://ror.org/040t43x18
http://dx.doi.org/10.13039/100007688,https://ror.org/04pznsd21
http://dx.doi.org/10.13039/100008685,https://ror.org/04pznsd21
http://dx.doi.org/10.13039/501100003778,https://ror.org/04v3ywz14
http://dx.doi.org/10.13039/501100002365,https://ror.org/04v3ywz14
http://dx.doi.org/10.13039/501100004623,https://ror.org/00ae33288
http://dx.doi.org/10.13039/100010058,https://ror.org/00z5fkj61
http://dx.doi.org/10.13039/501100004953,https://ror.org/019ja9e37
http://dx.doi.org/10.13039/100011141,https://ror.org/043mer456
http://dx.doi.org/10.13039/100010509,https://ror.org/043mer456
http://dx.doi.org/10.13039/100008114,https://ror.org/043mer456
http://dx.doi.org/10.13039/100009493,https://ror.org/043mer456
http://dx.doi.org/10.13039/501100005950,https://ror.org/00q4vv597
http://dx.doi.org/10.13039/501100004260,https://ror.org/041pakw92
http://dx.doi.org/10.13039/501100002799,https://ror.org/013xs5b60
http://dx.doi.org/10.13039/100008102,https://ror.org/01e3m7079
http://dx.doi.org/10.13039/100008103,https://ror.org/01e3m7079
http://dx.doi.org/10.13039/100008641,https://ror.org/01e3m7079
http://dx.doi.org/10.13039/100008105,https://ror.org/01e3m7079
http://dx.doi.org/10.13039/100008104,https://ror.org/01e3m7079
http://dx.doi.org/10.13039/100010014,https://ror.org/02hstj355
http://dx.doi.org/10.13039/100006920,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100007928,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100009949,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100005882,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100007929,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100007486,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100010490,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100005312,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100005467,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100010410,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/100008435,https://ror.org/00b30xv10
http://dx.doi.org/10.13039/501100005274,https://ror.org/010f1sq29
http://dx.doi.org/10.13039/501100007058,https://ror.org/01yjy8p80
http://dx.doi.org/10.13039/100006498,https://ror.org/037s24f05
http://dx.doi.org/10.13039/100008960,https://ror.org/037s24f05
http://dx.doi.org/10.13039/100009341,https://ror.org/037s24f05
http://dx.doi.org/10.13039/501100003067,https://ror.org/00gtcbp88
http://dx.doi.org/10.13039/501100008133,https://ror.org/00gtcbp88
http://dx.doi.org/10.13039/100010036,https://ror.org/03z28gk75
http://dx.doi.org/10.13039/100009108,https://ror.org/0207yh398
http://dx.doi.org/10.13039/100000958,https://ror.org/05j0w0e76
http://dx.doi.org/10.13039/501100006304,https://ror.org/02jk5qe80
http://dx.doi.org/10.13039/501100008562,https://ror.org/05td3s095
http://dx.doi.org/10.13039/100006612,https://ror.org/04mbfgm16
http://dx.doi.org/10.13039/501100007511,https://ror.org/01v5cv687
http://dx.doi.org/10.13039/100007566,https://ror.org/04489at23
http://dx.doi.org/10.13039/501100000583,https://ror.org/04489at23
http://dx.doi.org/10.13039/501100001869,https://ror.org/05bxb3784
http://dx.doi.org/10.13039/501100005376,https://ror.org/019k1pd13
http://dx.doi.org/10.13039/501100003704,https://ror.org/043k4kk20
http://dx.doi.org/10.13039/100008347,https://ror.org/02fmkev06
http://dx.doi.org/10.13039/100008981,https://ror.org/00qqv6244
http://dx.doi.org/10.13039/100008980,https://ror.org/00qqv6244
http://dx.doi.org/10.13039/501100007192,https://ror.org/01cesdt21
http://dx.doi.org/10.13039/501100004876,https://ror.org/018hjpz25
http://dx.doi.org/10.13039/501100007102,https://ror.org/053g6we49
http://dx.doi.org/10.13039/501100002551,https://ror.org/04h9pn542
http://dx.doi.org/10.13039/501100006529,https://ror.org/02yvd4j36
http://dx.doi.org/10.13039/501100002766,https://ror.org/04w9fbh59
http://dx.doi.org/10.13039/501100000531,https://ror.org/0306jgh11
http://dx.doi.org/10.13039/501100007303,https://ror.org/01xvwxv41
http://dx.doi.org/10.13039/501100003397,https://ror.org/00p991c53
http://dx.doi.org/10.13039/100005785,https://ror.org/01sbq1a82
http://dx.doi.org/10.13039/100006094,https://ror.org/01sbq1a82
http://dx.doi.org/10.13039/100002369,https://ror.org/01sbq1a82
http://dx.doi.org/10.13039/100007092,https://ror.org/01rtyzb94
http://dx.doi.org/10.13039/501100004517,https://ror.org/012tb2g32
http://dx.doi.org/10.13039/501100003471,https://ror.org/03x80pn82
http://dx.doi.org/10.13039/100008095,https://ror.org/02qtvee93
http://dx.doi.org/10.13039/100008986,https://ror.org/01r7awg59
http://dx.doi.org/10.13039/100004459,https://ror.org/00f2z7n96
http://dx.doi.org/10.13039/100009534,https://ror.org/04ctjby61
http://dx.doi.org/10.13039/100008044,https://ror.org/04dese585
http://dx.doi.org/10.13039/100007871,https://ror.org/04dese585
http://dx.doi.org/10.13039/100009935,https://ror.org/04dese585
http://dx.doi.org/10.13039/100007780,https://ror.org/04dese585
http://dx.doi.org/10.13039/100007567,https://ror.org/03q8dnn23
http://dx.doi.org/10.13039/501100007925,https://ror.org/023b72294
http://dx.doi.org/10.13039/100010054,https://ror.org/043071f54
http://dx.doi.org/10.13039/100009481,https://ror.org/051xgzg37
http://dx.doi.org/10.13039/501100000831,https://ror.org/039zvsn29
http://dx.doi.org/10.13039/100010042,https://ror.org/01t884y44
http://dx.doi.org/10.13039/100008229,https://ror.org/01y3xgc52
http://dx.doi.org/10.13039/501100003697,https://ror.org/03ysstz10
http://dx.doi.org/10.13039/501100003696,https://ror.org/03ysstz10
http://dx.doi.org/10.13039/100010027,https://ror.org/00bmj0a71
http://dx.doi.org/10.13039/100009115,https://ror.org/05qghxh33
http://dx.doi.org/10.13039/100007259,https://ror.org/05qghxh33
http://dx.doi.org/10.13039/100006802,https://ror.org/05qghxh33
http://dx.doi.org/10.13039/501100005319,https://ror.org/00944ve71
http://dx.doi.org/10.13039/100009362,https://ror.org/015803449
http://dx.doi.org/10.13039/501100004354,https://ror.org/00azwtc53
http://dx.doi.org/10.13039/501100007822,https://ror.org/050j2vm64
http://dx.doi.org/10.13039/501100005057,https://ror.org/00zdnkx70
http://dx.doi.org/10.13039/100009945,https://ror.org/04b2dty93
http://dx.doi.org/10.13039/501100005946,https://ror.org/02e16g702
http://dx.doi.org/10.13039/501100008093,https://ror.org/02grkyz14
http://dx.doi.org/10.13039/501100007705,https://ror.org/02grkyz14
http://dx.doi.org/10.13039/501100004381,https://ror.org/02grkyz14
http://dx.doi.org/10.13039/100010572,https://ror.org/04g3dn724
http://dx.doi.org/10.13039/100007337,https://ror.org/04g3dn724
http://dx.doi.org/10.13039/100008496,https://ror.org/047yk3s18
http://dx.doi.org/10.13039/100006418,https://ror.org/05gq02987
http://dx.doi.org/10.13039/100005478,https://ror.org/05gq02987
http://dx.doi.org/10.13039/501100001867,https://ror.org/05qk3dq04
http://dx.doi.org/10.13039/501100008048,https://ror.org/01rxvg760
http://dx.doi.org/10.13039/501100001298,https://ror.org/01egahc47
http://dx.doi.org/10.13039/501100004338,https://ror.org/044fxjq88
http://dx.doi.org/10.13039/501100006126,https://ror.org/057q4rt57
http://dx.doi.org/10.13039/501100002613,https://ror.org/017cjz748
http://dx.doi.org/10.13039/501100004848,https://ror.org/03efxn362
http://dx.doi.org/10.13039/100010026,https://ror.org/022gstf70
http://dx.doi.org/10.13039/501100002412,https://ror.org/017zhmm22
http://dx.doi.org/10.13039/501100006013,https://ror.org/01km6p862
http://dx.doi.org/10.13039/501100007203,https://ror.org/01km6p862
http://dx.doi.org/10.13039/501100006014,https://ror.org/01km6p862
